iter	Passed	Remaining
270	2007	5400
271	2014	5392
272	2022	5384
273	2029	5377
274	2036	5367
275	2043	5359
276	2050	5350
277	2056	5342
278	2064	5333
279	2071	5325
280	2077	5315
281	2084	5306
282	2091	5298
283	2098	5289
284	2105	5281
285	2112	5274
286	2119	5265
287	2125	5255
288	2133	5248
289	2139	5238
290	2146	5230
291	2154	5222
292	2161	5215
293	2168	5207
294	2175	5199
295	2182	5190
296	2189	5181
297	2196	5173
298	2203	5165
299	2210	5157
300	2217	5148
301	2224	5141
302	2230	5131
303	2237	5123
304	2244	5115
305	2252	5108
306	2259	5100
307	2266	5092
308	2274	5085
309	2280	5075
310	2287	5067
311	2294	5059
312	2301	5052
313	2308	5043
314	2315	5036
315	2323	5028
316	2330	5020
317	2337	5012
318	2344	5004
319	2351	4997
320	2358	4988
321	2365	4981
322	2372	4973
323	2380	4966
324	2387	4959
325	2394	4950
326	2402	4943
327	2408	4934
328	2415	4925
329	2422	4918
330	2429	4911
331	2437	4905
332	2445	4898
333	2452	4890
334	2459	4883
335	2466	4874
336	2473	4866
337	2480	4858
338	2487	4850
339	2494	4842
340	2501	4833
341	2508	4825
342	2515	4817
343	2521	4808
344	2528	4801
345	2535	4792
346	2542	4784
347	2549	4777
348	2556	4769
349	2564	4762
350	2571	4754
351	2578	4747
352	2585	4739
353	2592	4731
354	2599	4723
355	2606	4715
356	2613	4707
357	2620	4699
358	2627	4691
359	2634	4683
360	2642	4676
361	2648	4667
362	2655	4660
363	2661	4650
364	2668	4642
365	2676	4636
366	2682	4626
367	2688	4617
368	2695	4610
369	2702	4601
370	2709	4593
371	2716	4585
372	2723	4578
373	2731	4572
374	2738	4564
375	2743	4553
376	2749	4544
377	2756	4536
378	2763	4527
379	2770	4519
380	2777	4512
381	2784	4504
382	2790	4494
383	2796	4485
384	2802	4477
385	2809	4469
386	2817	4462
387	2822	4452
388	2830	4445
389	2837	4438
390	2844	4430
391	2851	4422
392	2858	4414
393	2865	4406
394	2871	4398
395	2879	4392
396	2886	4383
397	2894	4377
398	2901	4370
399	2908	4363
400	2915	4355
401	2923	4348
402	2930	4341
403	2937	4334
404	2945	4326
405	2952	4319
406	2958	4311
407	2966	4303
408	2973	4296
409	2980	4289
410	2987	4281
411	2994	4273
412	3001	4265
413	3008	4258
414	3015	4250
415	3020	4240
416	3027	4232
417	3034	4224
418	3040	4216
419	3047	4208
420	3053	4200
421	3061	4192
422	3067	4184
423	3073	4175
424	3080	4167
425	3087	4160
426	3094	4152
427	3101	4145
428	3107	4136
429	3114	4128
430	3121	4120
431	3126	4111
432	3133	4103
433	3140	4096
434	3148	4089
435	3155	4081
436	3162	4074
437	3170	4067
438	3177	4060
439	3184	4052
440	3191	4045
441	3198	4037
442	3205	4030
443	3212	4023
444	3220	4016
445	3226	4007
446	3232	3999
447	3239	3992
448	3246	3984
449	3252	3975
450	3259	3967
451	3266	3960
452	3273	3953
453	3279	3943
454	3284	3934
455	3291	3926
456	3298	3919
457	3305	3911
458	3311	3903
459	3318	3895
460	3326	3889
461	3332	3881
462	3338	3871
463	3346	3865
464	3353	3857
465	3360	3850
466	3367	3843
467	3374	3835
468	3381	3828
469	3388	3820
470	3394	3813
471	3401	3804
472	3407	3796
473	3414	3788
474	3420	3780
475	3426	3772
476	3433	3764
477	3440	3757
478	3447	3750
479	3453	3741
480	3459	3733
481	3467	3725
482	3473	3718
483	3480	3710
484	3486	3701
485	3494	3695
486	3500	3687
487	3507	3679
488	3514	3673
489	3521	3665
490	3527	3656
491	3533	3648
492	3538	3639
493	3546	3632
494	3552	3623
495	3559	3616
496	3565	3608
497	3572	3600
498	3578	3592
499	3583	3583
500	3590	3575
501	3596	3568
502	3602	3559
503	3610	3552
504	3617	3545
505	3623	3537
506	3629	3529
507	3636	3522
508	3644	3515
509	3649	3506
510	3654	3497
511	3661	3489
512	3668	3482
513	3674	3474
514	3681	3466
515	3688	3459
516	3694	3451
517	3701	3444
518	3708	3437
519	3715	3429
520	3722	3422
521	3729	3414
522	3736	3407
523	3743	3400
524	3750	3393
525	3758	3386
526	3764	3378
527	3770	3370
528	3777	3363
529	3784	3356
530	3790	3348
531	3797	3340
532	3803	3332
533	3811	3326
534	3817	3318
535	3824	3310
536	3831	3303
537	3838	3295
538	3845	3288
539	3852	3281
540	3858	3273
541	3864	3265
542	3871	3258
543	3878	3250
544	3883	3242
545	3889	3233
546	3894	3225
547	3901	3217
548	3906	3209
549	3914	3202
550	3920	3194
551	3927	3187
552	3933	3179
553	3939	3171
554	3946	3164
555	3953	3157
556	3960	3149
557	3966	3141
558	3972	3133
559	3978	3125
560	3984	3117
561	3990	3109
562	3996	3102
563	4003	3094
564	4010	3087
565	4016	3080
566	4023	3072
567	4031	3066
568	4037	3058
569	4044	3050
570	4051	3043
571	4057	3035
572	4063	3028
573	4070	3021
574	4076	3012
575	4081	3004
576	4088	2997
577	4094	2989
578	4101	2981
579	4107	2974
580	4121	2972
581	4128	2965
582	4136	2958
583	4142	2950
584	4149	2943
585	4155	2935
586	4162	2928
587	4169	2921
588	4175	2913
589	4182	2906
590	4188	2898
591	4195	2891
592	4201	2883
593	4208	2876
594	4215	2869
595	4222	2862
596	4228	2854
597	4234	2846
598	4239	2838
599	4246	2831
600	4253	2824
601	4260	2816
602	4266	2808
603	4274	2802
604	4280	2794
605	4285	2786
606	4292	2778
607	4298	2771
608	4305	2764
609	4311	2756
610	4317	2748
611	4324	2741
612	4332	2734
613	4337	2727
614	4345	2720
615	4351	2712
616	4356	2704
617	4362	2696
618	4368	2688
619	4375	2681
620	4381	2674
621	4387	2666
622	4393	2658
623	4400	2651
624	4406	2644
625	4412	2636
626	4418	2628
627	4424	2621
628	4431	2614
629	4439	2607
630	4445	2599
631	4453	2593
632	4459	2585
633	4465	2578
634	4478	2574
635	4484	2566
636	4490	2559
637	4498	2552
638	4504	2544
639	4511	2537
640	4518	2530
641	4524	2522
642	4531	2515
643	4538	2508
644	4544	2501
645	4550	2493
646	4556	2486
647	4563	2478
648	4568	2471
649	4575	2463
650	4581	2456
651	4588	2448
652	4594	2441
653	4601	2434
654	4607	2426
655	4614	2419
656	4620	2412
657	4627	2405
658	4634	2398
659	4641	2391
660	4647	2383
661	4653	2376
662	4659	2368
663	4665	2360
664	4672	2353
665	4678	2346
666	4684	2338
667	4690	2331
668	4695	2323
669	4701	2315
670	4707	2308
671	4713	2300
672	4719	2293
673	4725	2285
674	4731	2278
675	4738	2270
676	4744	2263
677	4750	2256
678	4755	2248
679	4761	2240
680	4767	2233
681	4773	2225
682	4778	2217
683	4784	2210
684	4789	2202
685	4795	2194
686	4800	2187
687	4807	2180
688	4814	2173
689	4821	2166
690	4826	2158
691	4832	2150
692	4839	2143
693	4844	2136
694	4850	2128
695	4857	2121
696	4864	2114
697	4871	2107
698	4876	2100
699	4882	2092
700	4888	2084
701	4893	2077
702	4900	2070
703	4906	2063
704	4912	2055
705	4917	2048
706	4923	2040
707	4930	2033
708	4937	2026
709	4944	2019
710	4950	2012
711	4956	2004
712	4962	1997
713	4968	1990
714	4974	1982
715	4980	1975
716	4986	1968
717	4992	1960
718	4998	1953
719	5003	1945
720	5009	1938
721	5014	1930
722	5022	1924
723	5028	1916
724	5033	1909
725	5039	1902
726	5045	1894
727	5051	1887
728	5058	1880
729	5063	1872
730	5070	1865
731	5076	1858
732	5081	1851
733	5088	1843
734	5094	1836
735	5100	1829
736	5107	1822
737	5114	1815
738	5120	1808
739	5129	1802
740	5136	1795
741	5142	1787
742	5148	1780
743	5154	1773
744	5160	1766
745	5166	1759
746	5172	1752
747	5178	1744
748	5185	1737
749	5192	1730
750	5198	1723
751	5205	1716
752	5211	1709
753	5218	1702
754	5223	1694
755	5229	1687
756	5235	1680
757	5242	1673
758	5248	1666
759	5255	1659
760	5262	1652
761	5267	1645
762	5273	1638
763	5279	1630
764	5284	1623
765	5291	1616
766	5297	1609
767	5302	1601
768	5309	1594
769	5315	1587
770	5322	1580
771	5328	1573
772	5334	1566
773	5340	1559
774	5346	1552
775	5353	1545
776	5359	1538
777	5364	1530
778	5371	1523
779	5377	1516
780	5383	1509
781	5389	1502
782	5394	1495
783	5400	1488
784	5406	1480
785	5413	1473
786	5419	1466
787	5426	1459
788	5432	1452
789	5439	1445
790	5444	1438
791	5451	1431
792	5457	1424
793	5464	1417
794	5470	1410
795	5477	1403
796	5483	1396
797	5489	1389
798	5495	1382
799	5503	1375
800	5509	1368
801	5515	1361
802	5521	1354
803	5527	1347
804	5533	1340
805	5539	1333
806	5544	1326
807	5550	1319
808	5556	1311
809	5562	1304
810	5568	1297
811	5575	1290
812	5581	1283
813	5587	1276
814	5593	1269
815	5600	1262
816	5606	1255
817	5612	1248
818	5617	1241
819	5623	1234
820	5630	1227
821	5636	1220
822	5642	1213
823	5648	1206
824	5654	1199
825	5660	1192
826	5666	1185
827	5672	1178
828	5678	1171
829	5685	1164
830	5691	1157
831	5698	1150
832	5704	1143
833	5710	1136
834	5717	1129
835	5723	1122
836	5729	1115
837	5736	1108
838	5741	1101
839	5747	1094
840	5753	1087
841	5760	1080
842	5766	1073
843	5772	1066
844	5779	1060
845	5785	1053
846	5791	1046
847	5796	1039
848	5802	1032
849	5808	1025
850	5814	1018
851	5820	1011
852	5827	1004
853	5833	997
854	5839	990
855	5845	983
856	5851	976
857	5857	969
858	5863	962
859	5869	955
860	5876	948
861	5882	941
862	5888	934
863	5895	928
864	5901	921
865	5907	914
866	5913	907
867	5921	900
868	5928	893
869	5935	886
870	5942	880
871	5948	873
872	5954	866
873	5960	859
874	5966	852
875	5972	845
876	5977	838
877	5983	831
878	5990	824
879	5996	817
880	6001	810
881	6008	803
882	6013	796
883	6019	789
884	6026	783
885	6032	776
886	6037	769
887	6043	762
888	6049	755
889	6056	748
890	6063	741
891	6069	734
892	6074	727
893	6081	721
894	6088	714
895	6093	707
896	6099	700
897	6105	693
898	6111	686
899	6117	679
900	6122	672
901	6130	666
902	6136	659
903	6142	652
904	6148	645
905	6154	638
906	6159	631
907	6165	624
908	6171	617
909	6177	610
910	6182	604
911	6188	597
912	6193	590
913	6199	583
914	6205	576
915	6211	569
916	6216	562
917	6222	555
918	6228	548
919	6234	542
920	6239	535
921	6245	528
922	6252	521
923	6257	514
924	6263	507
925	6269	501
926	6274	494
927	6280	487
928	6286	480
929	6292	473
930	6299	466
931	6305	460
932	6310	453
933	6316	446
934	6322	439
935	6330	432
936	6336	426
937	6342	419
938	6349	412
939	6355	405
940	6360	398
941	6368	392
942	6373	385
943	6379	378
944	6385	371
945	6391	364
946	6397	358
947	6401	351
948	6408	344
949	6414	337
950	6420	330
951	6427	324
952	6434	317
953	6440	310
954	6446	303
955	6452	296
956	6458	290
957	6463	283
958	6471	276
959	6477	269
960	6482	263
961	6489	256
962	6494	249
963	6500	242
964	6506	235
965	6511	229
966	6517	222
967	6522	215
968	6528	208
969	6534	202
970	6540	195
971	6545	188
972	6550	181
973	6556	175
974	6561	168
975	6567	161
976	6574	154
977	6580	148
978	6586	141
979	6592	134
980	6599	127
981	6605	121
982	6610	114
983	6616	107
984	6621	100
985	6628	94
986	6634	87
987	6639	80
988	6646	73
989	6654	67
990	6659	60
991	6665	53
992	6671	47
993	6677	40
994	6682	33
995	6688	26
996	6694	20
997	6699	13
998	6705	6
999	6710	0
