iter	Logloss
414	0.1147166122
415	0.1147166976
416	0.1147153159
417	0.1147127692
418	0.1147117715
419	0.1147104097
420	0.1147103025
421	0.1147098134
422	0.1146867637
423	0.114686204
424	0.1146857085
425	0.1146780882
426	0.1146770871
427	0.114675575
428	0.1146680726
429	0.114667278
430	0.1146582117
431	0.1146570017
432	0.1146568861
433	0.1146310305
434	0.1146279178
435	0.1146256497
436	0.1146246993
437	0.1146232631
438	0.1146217552
439	0.114619382
440	0.1146188171
441	0.114618137
442	0.1146174549
443	0.114617009
444	0.1146163267
445	0.1146162861
446	0.1146161216
447	0.1146153226
448	0.1146149095
449	0.1146147836
450	0.1146147235
451	0.1146138283
452	0.1146111624
453	0.1146110928
454	0.1146111089
455	0.1146075278
456	0.1146009018
457	0.1146008776
458	0.114598478
459	0.1145980605
460	0.1145972191
461	0.1145969646
462	0.1145969821
463	0.1145965306
464	0.1145950665
465	0.1145934547
466	0.1145904091
467	0.1145864934
468	0.1145861543
469	0.1145859599
470	0.1145854467
471	0.1145843657
472	0.1145825833
473	0.1145808426
474	0.1145806509
475	0.1145808022
476	0.1145747327
477	0.1145720784
478	0.1145656823
479	0.1145657275
480	0.1145653161
481	0.1145529935
482	0.1145461437
483	0.1145433829
484	0.1145433829
485	0.1145431419
486	0.1145418365
487	0.1145421432
488	0.1145415006
489	0.1145403507
490	0.114539731
491	0.1145398747
492	0.1145374727
493	0.1145370019
494	0.11453665
495	0.1145359522
496	0.1145352217
497	0.1145301939
498	0.114529127
499	0.1145290251
500	0.1145273591
501	0.11452642
502	0.1145267916
503	0.1145260293
504	0.1145238703
505	0.1145240985
506	0.1145184712
507	0.1145111138
508	0.1145106274
509	0.114510301
510	0.1145103954
511	0.1145087117
512	0.1144919483
513	0.1144919219
514	0.1144877933
515	0.1144858255
516	0.11448419
517	0.1144740107
518	0.1144693253
519	0.1144668204
520	0.114465277
521	0.1144638215
522	0.1144501411
523	0.1144445439
524	0.1144381778
525	0.11443303
526	0.1144327772
527	0.1144327772
528	0.1144280746
529	0.1144267309
530	0.1144266983
531	0.1144197826
532	0.1144157004
533	0.1144151161
534	0.1144142556
535	0.1144120894
536	0.1144122839
537	0.1143982151
538	0.1143904443
539	0.11438615
540	0.1143860744
541	0.1143860968
542	0.114385074
543	0.1143846034
544	0.1143843116
545	0.1143843116
546	0.1143812376
547	0.1143808725
548	0.1143809038
549	0.1143806471
550	0.1143806152
551	0.11437954
552	0.1143794053
553	0.1143716399
554	0.1143710453
555	0.1143672443
556	0.1143632599
557	0.1143630917
558	0.1143630206
559	0.114362935
560	0.1143628714
561	0.1143629867
562	0.1143628373
563	0.1143624016
564	0.1143606238
565	0.1143592329
566	0.114355813
567	0.1143550868
568	0.1143551071
569	0.1143551227
570	0.114354533
571	0.1143514003
572	0.1143512289
573	0.1143505832
574	0.1143506532
575	0.1143504897
576	0.1143490021
577	0.1143489551
578	0.1143391471
579	0.1143324942
580	0.1143324836
581	0.114332208
582	0.1143308449
583	0.1143278067
584	0.114327811
585	0.114327756
586	0.1143273389
587	0.1143269764
588	0.1143270964
589	0.1143267085
590	0.1143266276
591	0.1143203724
592	0.1143204783
593	0.1143198988
594	0.114317429
595	0.1143172577
596	0.1143172931
597	0.1143172931
598	0.1143172931
599	0.1143144932
600	0.114311682
601	0.1143105547
602	0.1143104678
603	0.1143101762
604	0.1143102058
605	0.1143101984
606	0.1143102272
607	0.1143101349
608	0.1143069023
609	0.1143067557
610	0.1143067963
611	0.114301462
612	0.1143004524
613	0.1143005102
614	0.1143000812
615	0.1143001583
616	0.1142999279
617	0.1143000004
618	0.114299992
619	0.1142992252
620	0.1142991797
621	0.1142992703
622	0.1142991796
623	0.1142940533
624	0.1142940948
625	0.1142939919
626	0.1142941392
627	0.1142939055
628	0.1142913209
629	0.1142854863
630	0.1142851671
631	0.1142847889
632	0.1142845416
633	0.1142845416
634	0.1142843879
635	0.1142809078
636	0.1142808702
637	0.1142731079
638	0.1142731033
639	0.1142730597
640	0.1142725749
641	0.1142725783
642	0.1142669978
643	0.114264628
644	0.1142645145
645	0.114263934
646	0.1142638152
647	0.1142634955
648	0.1142634931
649	0.1142608068
650	0.1142607516
651	0.1142608266
652	0.1142607541
653	0.1142606685
654	0.1142607159
655	0.1142560335
656	0.1142550728
657	0.1142547213
658	0.1142544502
659	0.1142541057
660	0.1142541846
661	0.1142537782
662	0.1142538711
663	0.1142537176
664	0.1142518015
665	0.1142517391
666	0.1142517049
667	0.1142516411
668	0.1142516859
669	0.1142497791
670	0.1142497234
671	0.1142497522
672	0.1142496801
673	0.1142496247
674	0.1142497133
675	0.1142496081
676	0.1142492123
677	0.1142491183
678	0.1142491183
679	0.1142491262
680	0.1142489204
681	0.1142489411
682	0.1142490378
683	0.1142490232
684	0.1142489924
685	0.1142488656
686	0.1142488656
687	0.1142432823
688	0.1142386458
689	0.1142192204
690	0.1142192094
691	0.1142191745
692	0.1142143904
693	0.1142142784
694	0.1142140731
695	0.1142123563
696	0.1142103612
697	0.1142058625
698	0.1142052846
699	0.1142053381
700	0.1142052858
701	0.1142051837
702	0.1142016207
703	0.1142011507
704	0.1142011277
705	0.1142011426
706	0.1141990164
707	0.1141969487
708	0.1141939388
709	0.1141920537
710	0.1141904443
711	0.114190326
712	0.1141899024
713	0.1141899507
714	0.1141897958
715	0.1141885638
716	0.1141885557
717	0.1141842841
718	0.1141842841
719	0.1141842841
720	0.1141842012
721	0.1141843316
722	0.1141840988
723	0.1141840907
724	0.1141842757
725	0.1141829186
726	0.1141827841
727	0.1141828911
728	0.1141811568
729	0.1141811832
730	0.1141771777
731	0.1141771618
732	0.1141752531
733	0.1141752531
734	0.1141749142
735	0.114174813
736	0.114174364
737	0.1141733902
738	0.114173442
739	0.1141731306
740	0.1141731596
741	0.1141731328
742	0.1141694459
743	0.1141694459
744	0.1141691204
745	0.1141690272
746	0.114169128
747	0.1141690354
748	0.1141663078
749	0.1141628692
750	0.1141627866
751	0.1141591492
752	0.1141572823
753	0.1141572259
754	0.1141573233
755	0.114157247
756	0.1141557409
757	0.1141523533
758	0.1141514625
759	0.1141500674
760	0.1141500983
761	0.1141500756
762	0.1141500224
763	0.1141500876
764	0.1141500985
765	0.114148226
766	0.1141482777
767	0.1141482685
768	0.1141480899
769	0.1141468877
770	0.1141465787
771	0.1141466049
772	0.1141465407
773	0.1141448974
774	0.1141448112
775	0.1141447573
776	0.1141446761
777	0.1141445505
778	0.1141445498
779	0.1141445545
780	0.114143715
781	0.114143313
782	0.1141435253
783	0.1141434227
784	0.1141433004
785	0.1141432889
786	0.1141434036
787	0.1141430398
788	0.1141429972
789	0.1141427368
790	0.1141426213
791	0.1141409271
792	0.1141409968
793	0.1141406769
794	0.1141407367
795	0.1141374857
796	0.114137375
797	0.1141373862
798	0.1141372771
799	0.1141371134
800	0.1141370644
801	0.114135598
802	0.1141355875
803	0.114135013
804	0.1141348718
805	0.1141348437
806	0.1141348474
807	0.1141349828
808	0.114134896
809	0.1141325849
810	0.1141325617
811	0.1141285071
812	0.1141253213
813	0.1141254449
814	0.114125303
815	0.1141254335
816	0.1141253719
817	0.1141254276
818	0.1141254443
819	0.1141253236
820	0.1141253321
821	0.1141252916
822	0.1141250637
823	0.1141251185
824	0.1141250762
825	0.114125078
826	0.1141250954
827	0.1141251324
828	0.1141250345
829	0.1141210979
830	0.1141211518
831	0.1141208998
832	0.1141208519
833	0.1141208946
834	0.1141179108
835	0.1141179287
836	0.114118007
837	0.1141180155
838	0.1141181019
839	0.1141178846
840	0.114117656
841	0.1141166119
842	0.1141166533
843	0.1141167011
844	0.1141054052
845	0.1141052781
846	0.114105379
847	0.1141051657
848	0.11410499
849	0.1141050506
850	0.1141050126
851	0.1141049823
852	0.1141047285
853	0.1141047062
854	0.1141047433
855	0.1141046124
856	0.114104362
857	0.1141032221
858	0.1141030929
859	0.1141031821
860	0.1141028454
861	0.1141028609
862	0.1141022108
863	0.1141017729
864	0.1141017987
865	0.1141019183
866	0.1141016475
867	0.1141011493
868	0.1141008515
869	0.1141005238
870	0.1141003216
871	0.1141003654
872	0.114100393
873	0.1141003089
874	0.11410034
875	0.1141003052
876	0.1141002415
877	0.1141001697
878	0.1141000941
879	0.114100028
880	0.114100028
881	0.1140989212
882	0.1140989212
883	0.1140989972
884	0.1140988612
885	0.1140988185
886	0.1140989272
887	0.1140989541
888	0.1140987705
889	0.1140957513
890	0.1140810011
891	0.1140810768
892	0.1140810493
893	0.1140810247
894	0.1140809698
895	0.1140809698
896	0.1140809073
897	0.1140808729
898	0.1140807383
899	0.1140807383
900	0.1140807383
901	0.1140808026
902	0.1140802838
903	0.1140800515
904	0.1140772239
905	0.1140772173
906	0.11407709
907	0.114077096
908	0.1140771461
909	0.1140770784
910	0.1140770784
911	0.1140771798
912	0.1140769131
913	0.1140769673
914	0.1140770181
915	0.1140769762
916	0.1140769462
917	0.1140769098
918	0.1140769338
919	0.1140769793
920	0.1140770102
921	0.1140770044
922	0.114074513
923	0.1140744198
924	0.1140744487
925	0.1140743668
926	0.1140743439
927	0.1140744615
928	0.1140744983
929	0.1140743533
930	0.1140663001
931	0.1140663498
932	0.1140663294
933	0.1140647571
934	0.114064839
935	0.1140645193
936	0.1140646495
937	0.1140643577
938	0.1140644448
939	0.1140644488
940	0.1140643827
941	0.1140638427
942	0.1140638804
943	0.1140638244
944	0.1140637515
945	0.1140636092
946	0.1140636092
947	0.1140636092
948	0.114063637
949	0.114063586
950	0.114063586
951	0.1140633418
952	0.1140634056
953	0.1140633053
954	0.1140632326
955	0.1140630734
956	0.1140630914
957	0.1140630067
958	0.1140619862
959	0.1140619584
960	0.1140618569
961	0.11406178
962	0.1140618808
963	0.1140619281
964	0.1140619057
965	0.1140617942
966	0.1140617034
967	0.1140617034
968	0.1140617485
969	0.1140617485
970	0.1140616451
971	0.1140618422
972	0.1140617175
973	0.1140617123
974	0.1140617252
975	0.1140616276
976	0.1140614576
977	0.1140594374
978	0.114059509
979	0.1140594555
980	0.1140478999
981	0.1140478187
982	0.1140478439
983	0.11404768
984	0.1140476667
985	0.1140477273
986	0.1140477077
987	0.1140476663
988	0.114047705
989	0.1140396974
990	0.1140397541
991	0.1140397087
992	0.1140397276
993	0.1140396585
994	0.1140397108
995	0.1140397036
996	0.1140396761
997	0.1140396575
998	0.114039687
999	0.1140397342
